क्र.सं.,जिल्ला,प्रतिनिधि सभा निर्वाचन क्षेत्र,राजनीतिक दल / स्वतन्त्र,उम्मेदवारको नाम,उमेर,लिङ्ग
3171,बर्दिया,1,राष्ट्रिय प्रजातन्त्र पार्टी,विर बहादुर कामी,48,पुरुष
3172,बर्दिया,1,राष्ट्रिय जनमोर्चा,लोक बहादुर राना मगर,53,पुरुष
3173,बर्दिया,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),इन्द्र बहादुर रावल,60,पुरुष
3174,बर्दिया,1,नेपाल मजदुर किसान पार्टी,पवित्रा शाही,51,महिला
3175,बर्दिया,1,मंगोल नेशनल अर्गनाइजेसन,ज्योती योन्जन,43,महिला
3176,बर्दिया,1,जनमत पार्टी,यमनाथ घिमिरे,46,पुरुष
3177,बर्दिया,1,"जनता समाजवादी पार्टी, नेपाल",मनोज यादव,31,पुरुष
3178,बर्दिया,1,राष्ट्रिय स्वतन्त्र पार्टी,ठाकुर सिंह थारु,51,पुरुष
3179,बर्दिया,1,आम जनता पार्टी(एकल चुनाव चिन्ह),दत्ता थारु,47,पुरुष
3180,बर्दिया,1,नेपाली कम्युनिष्ट पार्टी,वीष्णु प्रसाद चौधरी,53,पुरुष
3181,बर्दिया,1,प्रगतिशील लोकतान्त्रिक पार्टी,राजु रानाभाट,46,पुरुष
3182,बर्दिया,1,नेपाल मानवतावादी पार्टी,मेघ बहादुर कामी,52,पुरुष
3183,बर्दिया,1,नेपाल जनमुक्ति पार्टी,चन्द्रा कुमारी राजगुरु,58,महिला
3184,बर्दिया,1,राष्ट्रिय परिवर्तन पार्टी,श्याम प्रसाद थारु,61,पुरुष
3185,बर्दिया,1,श्रम संस्कृति पार्टी,धन बहादुर वि.क,51,पुरुष
3186,बर्दिया,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),तिमोथी चौधरी,43,पुरुष
3187,बर्दिया,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",अब्दुल खान,39,पुरुष
3188,बर्दिया,1,स्वतन्त्र,मोहन पौडेल,35,पुरुष
3189,बर्दिया,1,स्वतन्त्र,निर्मल अधिकारी,33,पुरुष
3190,बर्दिया,1,स्वतन्त्र,घनश्याम अधिकारी,43,पुरुष
3191,बर्दिया,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),बिमला वि.क.,40,महिला
3192,बर्दिया,2,नेपाली काँग्रेस,किशोर सिह राठोर,56,पुरुष
3193,बर्दिया,2,राष्ट्रिय प्रजातन्त्र पार्टी,सुशिल चौधरी,36,पुरुष
3194,बर्दिया,2,राष्ट्रिय जनमोर्चा,रतन सिं रावत,61,पुरुष
3195,बर्दिया,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),निता शर्मा,34,महिला
3196,बर्दिया,2,नेपाल मजदुर किसान पार्टी,धर्म राज जैसी आचार्य,51,पुरुष
3197,बर्दिया,2,मंगोल नेशनल अर्गनाइजेसन,सोम बहादुर तमाङ,54,पुरुष
3198,बर्दिया,2,जनमत पार्टी,शशि कुमार यादव,42,पुरुष
3199,बर्दिया,2,"जनता समाजवादी पार्टी, नेपाल",अनिरुध्या आर्य,47,पुरुष
3200,बर्दिया,2,राष्ट्रिय स्वतन्त्र पार्टी,श्रीधर पोख्रेल,53,पुरुष
3201,बर्दिया,2,आम जनता पार्टी(एकल चुनाव चिन्ह),रामेश्‍वर चौधरी,47,पुरुष
3202,बर्दिया,2,नेपाली कम्युनिष्ट पार्टी,सुरेश पन्थ,49,पुरुष
